code,region,long_name,short_name,latitude,longitude
S00111,Piemonte,Sizzano,Sizzano,45.573.834,8.436.024
S00730,Piemonte,Sommariva Bosco,Sommariva Bosco,44.770.754,7.777.086
S00874,Piemonte,Spigno,Spigno,44.539.437,8.317.924
S01940,Piemonte,Spinetta,Spinetta,44.882.378,8.683.146
S01016,Piemonte,Stresa,Stresa,45.884.486,8.531.454
S00866,Piemonte,Strevi,Strevi,44.697.771,8.525.525
S00018,Piemonte,Suno,Suno,45.620.435,8.519.344
S00954,Piemonte,Lesegno,Lesegno,44.385.891,794.266
S00174,Piemonte,Fontanetto Po,Fontanetto Po,45.191.238,8.188.697
S00973,Piemonte,Cossato,Cossato,45.564.216,8.175.964
S00348,Piemonte,Costigliole (Motta Di),Costigliole,44.807.559,8.145.712
S00829,Piemonte,Costigliole D`Asti,Costigliole D'A.,44.754.882,820.477
S00702,Piemonte,Costigliole Saluzzo,Costigliole Sal.,44.570.196,7.482.075
S00030,Piemonte,Garbagna,Garbagna,45.385.552,866.627
S00924,Piemonte,Garessio,Garessio,44.199.088,8.015.214
S00052,Piemonte,Gattinara,Gattinara,45.611.523,8.364.288
S00110,Piemonte,Ghemme,Ghemme,45.595.882,8.417.135
S00343,Piemonte,Castell`Alfero,Castell'Alfero,44.986.347,8.220.882
S00720,Piemonte,Castelletto Busca,Castellet. Busca,44.501.319,7.463.939
S00741,Piemonte,Castellino Tanaro,Castellino T.,4.441.657,7.974.321
S00836,Piemonte,Castelnuovo Belbo,Castelnuovo B.,44.798.127,842.516
S00233,Piemonte,Castelrosso,Castelrosso,45.201.802,7.932.162
S00423,Piemonte,Cavagnolo Brusasco,Cavagnolo Brus.,45.153.655,8.047.534
S00608,Piemonte,Centallo,Centallo,44.496.223,7.591.035
S00546,Piemonte,Cervignasco,Cervignasco,44.699.669,7.518.644
S00521,Piemonte,Bricherasio,Bricherasio,44.824.336,7.307.513
S00113,Piemonte,Briona,Briona,45.538.568,8.479.541
S00424,Piemonte,Brozolo,Brozolo,45.121.299,805.893
S00837,Piemonte,Bruno,Bruno,44.797.947,8.439.639
S00704,Piemonte,Busca,Busca,44.520.585,7.481.589
S00208,Piemonte,Bussoleno,Bussoleno,45.139.631,7.144.819
S04207,Piemonte,Arquata Scrivia,Arquata Scrivia,44.692.533,8.885.342
S00742,Piemonte,Ceva,Ceva,44.389.861,8.031.958
S00733,Piemonte,Cherasco,Cherasco,4.465.261,7.867.211
S00500,Piemonte,Chieri,Chieri,45.007.008,7.827.077
S00206,Piemonte,Chiomonte,Chiomonte,45.119.876,6.988.716
S00232,Piemonte,Chivasso,Chivasso,45.193.637,7.889.666
S00425,Piemonte,Cocconato,Cocconato,45.082.926,8.070.145
S00214,Piemonte,Avigliana,Avigliana,45.085.276,7.401.096
S00027,Piemonte,Bivio Castelrosso,Biv. Castelrosso,45.201.871,7.932.861
S00005,Piemonte,Bivio Sesia,Biv. Sesia,45.338.661,8.441.797
S00921,Piemonte,Bagnasco,Bagnasco,44.303.264,8.046.132
S00070,Piemonte,Biella S.Paolo,Biella S.Paolo,45.557.334,8.067.541
S00870,Piemonte,Bistagno,Bistagno,44.659.256,8.372.057
S00014,Piemonte,Bolzano Novarese,Bolzano Novarese,45.759.357,8.440.754
S00032,Piemonte,Borgo Lavezzaro,Borgo Lavezzaro,45.318.783,8.703.242
S00171,Piemonte,Borgo Revel,Borgo Revel,45.189.827,802.021
S00981,Piemonte,Borgo Ticino,Borgo Ticino,45.691.943,8.602.483
S00246,Piemonte,Borgo Vercelli,Borgo Vercelli,45.359.252,8.461.474
S00152,Piemonte,Borgofranco,Borgofranco,45.514.775,7.854.612
S00016,Piemonte,Borgomanero,Borgomanero,45.701.054,8.468.093
S00210,Piemonte,Borgone,Borgone,45.123.191,7.236.037
S00860,Piemonte,Borgoratto,Borgoratto,44.835.999,8.538.182
S00104,Piemonte,Borgosesia,Borgosesia,45.716.798,828.239
S00821,Piemonte,Bra,Bra,44.693.556,7.848.643
S00231,Piemonte,Brandizzo,Brandizzo,45.178.915,7.841.218
S00622,Piemonte,Breil Sur Roya,Breil Sur Roya,43.890.267,7.530.915
S00071,Piemonte,Candelo,Candelo,45.547.433,8.100.103
S00512,Piemonte,Candiolo,Candiolo,44.961.155,7.598.973
S01011,Piemonte,Candoglia Ornavasso,Candoglia Ornav.,45.977.489,8.419.715
S00832,Piemonte,Canelli,Canelli,44.716.716,8.294.544
S00841,Piemonte,Cantalupo,Cantalupo,44.864.787,8.551.357
S00839,Piemonte,Carentino,Carentino,44.831.303,8.470.474
S00055,Piemonte,Carisio,Carisio,45.403.164,821.249
S00601,Piemonte,Carmagnola,Carmagnola,44.846.944,772.797
S00971,Piemonte,Carpignano Sesia,Carpignano,45.528.934,8.422.898
S00738,Piemonte,Carru` Clavesana,Carru' Clavesana,44.479.548,7.891.414
S00314,Piemonte,Casale Monferrato,Casale Monferr.,45.133.928,8.460.292
S00179,Piemonte,Casale Popolo,Casale Popolo,45.160.434,844.055
S00828,Piemonte,Castagnole Delle Lanze,Castagnole,44.749.341,8.152.836
S04101,Piemonte,Prasco Cremolino,Prasco Cremolino,44.648.906,855.001
S04003,Piemonte,Predosa,Predosa,44.750.978,8.651.132
S04208,Piemonte,Rigoroso,Rigoroso,44.670.577,8.896.487
S04004,Piemonte,Rio Secco,Rio Secco,44.722.275,8.658.805
S04331,Piemonte,Rivalta Scrivia,Rivalta Scriv.,44.854.158,8.809.846
S04206,Piemonte,Serravalle Scrivia,Serravalle Scr.,4.472.393,8.858.548
S04303,Piemonte,Stazzano Serravalle,Stazzano Serrav.,44.719.374,8.865.301
S01810,Piemonte,Tortona,Tortona,44.900.126,8.861.777
S04301,Piemonte,Villalvernia,Villalvernia,44.810.592,8.855.655
S04100,Piemonte,Visone,Visone,44.661.951,8.500.198
S00804,Piemonte,Agliano Castelnuovo Calcea,Agliano C.C.,44.786.108,8.267.723
S00514,Piemonte,Airasca,Airasca,44.928.093,7.483.536
S00809,Piemonte,Alice Belcolle,Alice Belcolle,44.722.636,8.440.076
S00216,Piemonte,Alpignano,Alpignano,45.091.077,7.523.745
S01020,Piemonte,Arona,Arona,45.755.392,8.559.075
S00867,Piemonte,Acqui Terme,Acqui Terme,4.467.407,8.474.482
S00470,Piemonte,Alessandria,Alessandria,44.909.091,8.606.498
S01050,Piemonte,Deviatoio Estremo Tortona,De Tortona,44.895.759,8.840.548
S04302,Piemonte,Cassano Spinola,Cassano Spinola,44.762.631,8.858.833
S04001,Piemonte,Castelspina Portanova,Castelspina P.,44.796.662,862.203
S04202,Piemonte,Donna,Donna,44.818.902,8.712.792
S04200,Piemonte,Frugarolo Boscomarengo,Frugarolo B.,44.841.687,8.682.724
S04102,Piemonte,Molare,Molare,44.621.975,8.609.904
S04203,Piemonte,Novi Ligure,Novi Ligure,44.762.521,8.787.289
S04103,Piemonte,Ovada,Ovada,44.630.377,8.632.301
S04007,Piemonte,Ovada Nord,Ovada Nord,44.646.656,8.644.633
S04330,Piemonte,Pozzolo Formigaro,Pozzolo Formig.,44.797.395,8.782.521
S09453,Molise,Boiano,Boiano,41.487.883,14.474.551
S09464,Molise,Bonefro S.Croce,Bonefro S.Croce,41.710.522,14.860.799
S08914,Molise,Carovilli-Roccasicura,Carovilli-Roccas,41.712.485,14.299.732
S09050,Molise,Carpinone,Carpinone,41.588.038,14.326.783
S09465,Molise,Casacalenda Guardialfiera,Casacalenda G.,41.738.109,14.849.602
S09501,Molise,Sepino,Sepino,41.413.946,14.657.456
S11019,Molise,Termoli,Termoli,42.000.623,14.992.805
S09469,Molise,Guglionesi Portocannone,Guglionesi Port.,41.932.026,14.986.368
S09466,Molise,Larino,Larino,4.180.015,14.918.226
S08912,Molise,S. Pietro Avellana-Capracotta,S.Pietro A.-Capr,4.176.978,1.419.995
S11020,Molise,Campomarino,Campomarino,41.957.398,15.042.416
S09463,Molise,Ripabottoni S.Elia,Ripabottoni S.E.,41.669.666,14.844.353
S07825,Molise,Montenero Petacciato,Montenero P.,42.033.286,14.851.015
S09467,Molise,Ururi Rotello,Ururi Rotello,41.801.134,14.953.072
S09458,Molise,Baranello,Baranello,415.176,14.596.314
S09060,Molise,Venafro,Venafro,41.482.975,14.048.722
S08917,Molise,Sessano Del Molise,Sessano Del Mol.,41.639.587,1.432.853
S08913,Molise,Vastogirardi,Vastogirardi,41.739.482,14.249.334
S08915,Molise,Pescolanciano-Chiauci,Pescolanciano-C.,41.678.996,14.341.588
S09057,Molise,Monteroduni,Monteroduni,41.528.345,14.156.514
S09058,Molise,Rocca Ravindola,Rocca Ravindola,41.521.035,14.122.965
S09457,Molise,Vinchiaturo,Vinchiaturo,4.149.385,1.459.801
S09459,Molise,Campobasso,Campobasso,41.558.137,1.466.393
S09451,Molise,Cantalupo Del Sannio,Cantalupo Del S.,415.174,146.671
S09462,Molise,Campolieto Monacilioni,Campolieto M.,41.642.573,1.476.544
S09059,Molise,S.Maria Oliveto,S.Maria Oliveto,41.507.208,14.096.049
S09061,Molise,Capriati Al Volturno,Capriati Al V.,4.144.279,14.070.664
S09452,Molise,Bosco Redole,Bosco Redole,41.459.299,14.587.884
S09456,Molise,Guardiaregia,Guardiaregia,41.457.455,14.553.753
S09461,Molise,Matrice Montagano,Matrice Montag.,41.621.321,14.699.561
S09468,Molise,S.Martino In Pensilis,S.Martino In P.,41.877.211,14.984.218
S09062,Molise,Sesto Campano,Sesto Campano,41.420.005,14.088.909
S07059,Marche,Fabriano Ca` Maiano,Fabriano Ca' M.,43.345.598,12.873.939
S07556,Marche,Marino Del Tronto Folignano,Marino Del Tr.,42.844.346,13.632.995
S07207,Marche,Albacina,Albacina,43.345.686,12.986.501
S07113,Marche,Ancona,Ancona,43.607.734,13.497.665
S07116,Marche,Ancona Marittima,Ancona Mar.,43.619.445,1.350.911
S07550,Marche,Ascoli Piceno,Ascoli P.,42.855.474,13.587.939
S07302,Marche,Castelraimondo Camerino,Castelraimondo,43.210.511,13.057.274
S07063,Marche,Sassoferrato Arcevia,Sassoferrato A.,43.435.381,12.851.514
S07205,Marche,Serra S.Quirico,Serra S.Quirico,43.444.879,13.027.408
S07552,Marche,Spinetoli Colli,Spinetoli C.,4.287.032,13.762.811
S07234,Marche,Pantiere Di Castelbellino,Pantiere Di C.,43.500.941,13.183.116
S07510,Marche,Pedaso,Pedaso,43.094.694,13.844.906
S07060,Marche,Pergola,Pergola,43.549.653,12.832.973
S07309,Marche,Morrovalle Monte S.Giusto,Morrovalle Msg,43.279.189,1.358.285
S07312,Marche,S.Claudio,S.Claudio,43.287.357,13.532.751
S07104,Marche,Pesaro,Pesaro,43.906.014,12.904.848
S07110,Marche,Montemarciano,Montemarciano,43.651.397,13.346.478
S07554,Marche,Monteprandone,Monteprandone,42.894.183,13.849.996
S07062,Marche,Monterosso Marche,Monterosso M.,43.462.227,12.818.339
S07551,Marche,Offida Castel Di Lama,Offida,42.862.074,13.720.285
S07502,Marche,Osimo Castelfidardo,Osimo Castelf.,43.497.033,13.547.263
S07112,Marche,Palombina,Palombina,4.361.701,13.429.721
S07503,Marche,Loreto,Loreto,43.448.376,13.620.455
S07307,Marche,Macerata,Macerata,43.293.094,13.455.172
S07555,Marche,Maltignano Del Tronto,Maltignano T.,42.844.918,13.664.738
S07107,Marche,Marotta Mondolfo,Marotta Mondolfo,43.769.748,13.137.273
S07109,Marche,Marzocca,Marzocca,43.677.362,13.287.922
S07301,Marche,Matelica,Matelica,4.325.394,1.301.509
S07511,Marche,Cupramarittima,Cupramarittima,4.302.349,13.860.812
S07208,Marche,Fabriano,Fabriano,43.345.429,12.905.336
S07105,Marche,Fano,Fano,43.842.977,1.302.478
S07505,Marche,Potenza Picena Montelupone,Potenza Pic.,4.336.991,1.359.265
S07500,Marche,Varano,Varano,43.574.729,13.523.436
S07305,Marche,Pollenza,Pollenza,43.240.933,13.367.031
S07504,Marche,Porto Recanati,Porto Rec.,43.433.726,13.661.464
S07508,Marche,Porto S. Giorgio Fermo,Porto S.Giorgio,4.317.972,137.975
S07512,Marche,Grottammare,Grottammare,4.299.381,13.870.265
S07202,Marche,Jesi,Jesi,43.520.164,13.251.316
S07306,Marche,Urbisaglia Sforzacosta,Urbisaglia S.,4.325.746,13.416.932
S07117,Marche,Falconara Stadio,Falconara Stadio,43.626.158,13.381.179
S07300,Marche,Cerreto D`Esi,Cerreto D'Esi,4.332.205,1.298.319
S07015,Marche,Ancona Torrette,Ancona Torrette,43.609.936,13.455.777
S07313,Marche,Macerata Fontescodella,Macerata Fontesc,43.291.569,1.344.048
S07200,Marche,Castelferretti,Castelferretti,43.607.303,13.357.519
S07061,Marche,Bellisio Solfare,Bellisio Solfare,43.520.379,12.823.977
S07065,Marche,Melano Marischio,Melano Marischio,43.345.046,12.858.866
S07108,Marche,Senigallia,Senigallia,43.716.277,13.221.652
S07111,Marche,Falconara Marittima,Falconara M.,43.630.577,13.397.378
S07201,Marche,Chiaravalle,Chiaravalle,43.595.503,13.327.655
S07203,Marche,Montecarotto Castelbellino,Montecarotto C.,43.500.005,131.481
S07204,Marche,Castelplanio Cupramontana,Castelplanio C.,43.481.403,13.084.733
S07206,Marche,Genga S.Vittore Terme,Genga S.V.T.,43.403.011,12.977.163
S07303,Marche,S.Severino Marche,S.Severino M.,4.322.996,13.183.491
S07304,Marche,Tolentino,Tolentino,43.214.556,13.290.501
S07308,Marche,Corridonia Mogliano,Corridonia M.,43.281.616,13.477.697
S07310,Marche,Montecosaro,Montecosaro,43.289.297,13.646.378
S07311,Marche,Gagliole,Gagliole,43.220.298,1.307.522
S07506,Marche,Civitanova Marche,Civitanova,433.091,137.257
S07507,Marche,Porto S. Elpidio,Porto S.Elpidio,43.256.855,13.760.749
S07513,Marche,S.Benedetto Del Tronto,S.Benedetto T.,42.954.386,13.882.297
S07553,Marche,Monsampolo Del Tronto,Monsampolo,42.881.488,13.803.569
S07557,Marche,S.Filippo,S.Filippo,42.849.787,13.599.949
S01427,Lombardia,Ardenno Masino,Ardenno Masino,4.616.198,9.651.374
S01947,Lombardia,Arena Po,Arena Po,45.082.065,9.360.394
S01847,Lombardia,Asola,Asola,45.220.454,10.402.313
S01041,Lombardia,Corbetta S. Stefano,Corbetta S.Stef.,45.480.829,8.917.457
S01424,Lombardia,Cosio Traona,Cosio Traona,46.135.564,9.525.498
S01207,Lombardia,Gazzada Schianno Morazzone,Gazzada Schian.M,4.577.862,8.824.815
S02381,Lombardia,Gazzo Di Bigarello,Gazzo Di Bigarel,45.176.648,10.894.005
S01841,Lombardia,Ghedi,Ghedi,45.409.439,10.280.506
S02382,Lombardia,Castel D`Ario,Castel D'Ario,45.183.399,1.097.531
S01606,Lombardia,Castelleone,Castelleone,45.301.826,976.779
S01923,Lombardia,Castellucchio,Castellucchio,45.144.293,1.064.749
S01429,Lombardia,Castione Andevenno,Castione A.,46.161.659,9.806.151
S01208,Lombardia,Castronno,Castronno,4.574.524,8.810.302
S00279,Lombardia,Cava Carbonara,Cava Carbonara,45.147.055,9.071.387
S01914,Lombardia,Cava Tigozzi,Cava Tigozzi,45.156.823,9.955.827
S01210,Lombardia,Cavaria Oggiona Jerago,Cavaria Oggiona,45.698.145,88.035
S01513,Lombardia,Cernusco-Merate,Cernusco-Merate,45.695.096,9.396.794
S01803,Lombardia,Certosa Di Pavia,Certosa Di Pavia,45.256.927,9.154.456
S01930,Lombardia,Bressana Argine,Bressana Argine,45.072.739,9.137.038
S01805,Lombardia,Bressana Bottarone,Bressana Bott.,45.086.298,9.110.602
S01944,Lombardia,Broni,Broni,45.066.263,9.258.751
S01713,Lombardia,Chiari,Chiari,4.554.011,9.926.474
S01400,Lombardia,Chiavenna,Chiavenna,46.321.258,9.407.129
S01868,Lombardia,Chignolo Po,Chignolo Po,45.160.942,9.494.196
S01536,Lombardia,Chiuduno,Chiuduno,45.650.449,9.846.924
S01435,Lombardia,Chiuro,Chiuro,46.164.658,9.992.317
S01525,Lombardia,Cisano Caprino Bergamasco,Cisano Capr.B.,45.739.606,9.474.261
S01462,Lombardia,Civate,Civate,45.831.295,9.352.877
S01540,Lombardia,Coccaglio,Coccaglio,45.560.971,9.977.648
S01828,Lombardia,Codogno,Codogno,45.154.897,9.701.376
S01420,Lombardia,Colico,Colico,46.138.019,9.375.222
S02338,Lombardia,Borgoforte,Borgoforte,45.050.328,10.752.388
S01830,Lombardia,Borgolombardo,Borgolombardo,45.403.856,927.111
S01920,Lombardia,Bozzolo,Bozzolo,45.107.246,10.472.655
S01452,Lombardia,Brenna-Alzate,Brenna-Alzate,45.754.044,9.183.312
S01717,Lombardia,Brescia,Brescia,45.532.315,10.212.828
S00333,Lombardia,Candia Lomellina,Candia Lomellina,45.179.911,8.593.156
S01848,Lombardia,Canneto Sull`Oglio,Canneto S/Oglio,45.150.211,1.037.147
S01313,Lombardia,Cantu`- Cermenate,Cantu'-Cermenate,45.716.236,9.099.284
S01603,Lombardia,Capralba,Capralba,45.443.871,9.640.015
S01602,Lombardia,Caravaggio,Caravaggio,45.491.158,9.637.723
S01315,Lombardia,Carimate,Carimate,45.697.094,9.107.188
S01511,Lombardia,Carnate Usmate,Carnate Usmate,45.653.072,9.375.089
S01609,Lombardia,Casalbuttano,Casalbuttano,45.255.398,9.962.361
S01604,Lombardia,Casaletto Vaprio,Casaletto Vaprio,45.408.641,9.631.746
S01850,Lombardia,Casalmaggiore,Casalmaggiore,44.993.139,10.425.023
S01827,Lombardia,Casalpusterlengo,Casalpusterlengo,45.182.473,9.653.627
S01457,Lombardia,Casletto-Rogeno,Casletto-Rogeno,45.786.028,9.275.375
S01029,Lombardia,Casorate Sempione,Casorate Semp.,45.675.075,8.743.954
S01490,Lombardia,Cassago-Nibionno-Bulciago,Cassago-N.-B.,45.746.243,9.279.834
S01707,Lombardia,Cassano D`Adda,Cassano D'Adda,45.514.372,9.512.746
S01942,Lombardia,Casteggio,Casteggio,45.017.365,9.124.595
S01416,Lombardia,Abbadia Lariana,Abbadia Lariana,45.895.864,9.335.175
S01062,Lombardia,Abbiategrasso,Abbiategrasso,45.400.631,8.921.305
S01913,Lombardia,Acquanegra Cremonese,Acquanegra Crem.,45.172.102,9.888.456
S01515,Lombardia,Airuno,Airuno,45.754.086,9.422.066
S01310,Lombardia,Albate Camerlata,Albate-Camerlata,45.777.371,9.073.461
S01450,Lombardia,Albate-Trecallo,Albate-Trecallo,45.777.391,9.095.752
S01209,Lombardia,Albizzate Solbiate Arno,Albizzate S.A.,45.724.117,880.621
S01863,Lombardia,Albuzzano,Albuzzano,45.172.504,9.261.624
S01527,Lombardia,Ambivere Mapello,Ambivere Mapello,45.722.163,9.550.444
S01453,Lombardia,Anzano Del Parco,Anzano Del Parco,45.764.965,9.202.676
S01203,Lombardia,Arcisate,Arcisate,45.858.579,886.241
S01510,Lombardia,Arcore,Arcore,45.623.493,9.322.798
S00274,Lombardia,Gambolo`Remondo`,Gambolo'Remondo',4.523.587,879.757
S01140,Lombardia,Sangiano,Sangiano,45.874.464,8.630.769
S00038,Lombardia,Sartirana,Sartirana,45.111.728,867.012
S01840,Lombardia,Montirone,Montirone,45.451.352,10.239.482
S01322,Lombardia,Monza,Monza,45.577.789,9.273.253
S01480,Lombardia,Monza Sobborghi,Monza Sobborghi,45.582.082,9.284.375
S01425,Lombardia,Morbegno,Morbegno,46.136.663,9.568.646
S01710,Lombardia,Morengo Bariano,Morengo Bariano,45.521.639,9.703.114
S01144,Lombardia,Mornago Cimbro,Mornago Cimbro,45.729.742,8.734.193
S00034,Lombardia,Mortara,Mortara,45.252.171,8.731.639
S02339,Lombardia,Motteggiana,Motteggiana,45.029.685,10.755.439
S01482,Lombardia,Buttafava,Buttafava,4.562.141,9.301.185
S01712,Lombardia,Calcio,Calcio,45.532.937,9.841.342
S01117,Lombardia,Calde`,Calde',45.945.812,8.663.157
S01524,Lombardia,Calolziocorte Olginate,Calolziocorte O.,45.801.619,942.698
S01503,Lombardia,Calusco,Calusco,45.684.113,9.470.646
S01843,Lombardia,Calvisano,Calvisano,45.346.572,10.349.411
S01861,Lombardia,Pavia Porta Garibaldi,Pavia P.Garib.,45.183.996,9.167.331
S01845,Lombardia,Remedello Sopra,Remedello Sopra,4.527.848,10.379.211
S01846,Lombardia,Remedello Sotto,Remedello Sotto,45.257.477,10.388.402
S05305,Lombardia,Revere,Revere,45.049.863,11.130.884
S05306,Lombardia,Revere Scalo,Revere Scalo,45.040.431,11.129.847
S01037,Lombardia,Rho,Rho,45.523.813,9.043.563
S01904,Lombardia,Robecco-Pontevico,Robecco P.,45.266.224,10.078.593
S02344,Lombardia,Gonzaga-Reggiolo,Gonzaga-Reggiolo,44.939.239,10.815.533
S00277,Lombardia,Gropello Cairoli,Gropello Cairoli,45.173.101,8.991.626
S01537,Lombardia,Grumello Del Monte,Grumello D.M.,45.634.102,9.862.767
S01204,Lombardia,Induno Olona,Induno Olona,45.846.432,8.838.357
S01121,Lombardia,Ispra,Ispra,45.811.573,8.621.338
S01869,Lombardia,Lambrinia,Lambrinia,45.164.376,9.527.436
S01118,Lombardia,Laveno Mombello,Laveno Mombello,45.903.272,8.624.583
S01520,Lombardia,Lecco,Lecco,45.856.471,9.393.638
S01522,Lombardia,Lecco Maggianico,Lecco Maggianico,45.831.179,9.411.691
S01120,Lombardia,Leggiuno Monvalle,Leggiuno Monval.,45.867.349,8.629.476
S01033,Lombardia,Legnano,Legnano,45.593.653,8.910.638
S01901,Lombardia,Bagnolo Mella,Bagnolo Mella,45.428.532,10.183.617
S01409,Lombardia,Bellano Tartavelle Terme,Bellano T.Terme,46.039.448,9.302.776
S01829,Lombardia,S.Stefano Lodigiano,S.Stefano Lodig.,45.122.091,9.723.606
S01900,Lombardia,S. Zeno Folzano,S. Zeno Folzano,45.491.552,10.211.683
S01823,Lombardia,S. Zenone Al Lambro,S. Zenone Al L.,45.337.824,936.126
S00400,Lombardia,Sairano Zinasco,Sairano Zinasco,45.133.795,9.030.153
S01461,Lombardia,Sala Al Barro-Galbiate,Sala Al Barro,45.821.086,9.359.223
S01402,Lombardia,Samolaco,Samolaco,46.246.436,9.423.582
S01539,Lombardia,Cologne,Cologne,45.576.627,9.935.316
S01307,Lombardia,Como S. Giovanni,Como S.Giovanni,45.808.946,9.072.331
S01826,Lombardia,Secugnago,Secugnago,45.223.253,958.684
S01318,Lombardia,Seregno,Seregno,4.564.601,920.285
S01533,Lombardia,Seriate,Seriate,45.683.145,9.724.628
S01026,Lombardia,Sesto Calende,Sesto Calende,45.726.241,8.628.135
S01325,Lombardia,Sesto S. Giovanni,Sesto S.Giovanni,45.541.087,923.926
S01028,Lombardia,Somma Lombardo,Somma Lombardo,45.686.423,8.712.991
S01430,Lombardia,Sondrio,Sondrio,46.167.064,9.872.928
S01607,Lombardia,Soresina,Soresina,45.283.083,985.664
S01945,Lombardia,Stradella,Stradella,45.079.465,9.300.865
S02340,Lombardia,Suzzara,Suzzara,44.994.432,10.756.138
S01122,Lombardia,Taino Angera,Taino Angera,45.772.269,860.599
S01426,Lombardia,Talamona,Talamona,4.613.952,9.599.528
S01143,Lombardia,Ternate Varano Borghi,Ternate V.B.,45.781.835,8.700.371
S01504,Lombardia,Terno,Terno,45.688.658,9.536.169
S00404,Lombardia,Ferrera Lomellina,Ferrera Lomell.,45.111.807,8.862.805
S01412,Lombardia,Fiumelatte,Fiumelatte,45.999.017,9.292.857
S01035,Lombardia,Parabiago,Parabiago,45.552.441,8.946.319
S01060,Lombardia,Parona Lomellina,Parona Lomellina,45.280.107,8.780.315
S01860,Lombardia,Pavia,Pavia,45.188.843,9.144.674
S01700,Lombardia,Milano Centrale,Milano Centrale,45.486.347,9.204.528
S01032,Lombardia,Milano Romolo,Milano Romolo,45.445.008,9.168.933
S01925,Lombardia,Seveso,Seveso,45.648.187,9.140.488
S01933,Lombardia,Saronno,Saronno,45.625.309,9.030.839
S01089,Lombardia,Mariano Comense,Mariano Comense,45.693.622,918.147
S01101,Lombardia,Asso,Asso,45.855.228,9.268.513
S00332,Lombardia,Cozzo,Cozzo,45.182.989,8.603.292
S01915,Lombardia,Cremona,Cremona,45.143.215,10.017.951
S01312,Lombardia,Cucciago,Cucciago,45.740.813,9.082.205
S01422,Lombardia,Delebio,Delebio,4.613.865,9.461.168
S02084,Lombardia,Desenzano,Desenzano,45.462.677,10.536.322
S01407,Lombardia,Dorio,Dorio,46.102.756,9.319.063
S01460,Lombardia,Oggiono,Oggiono,45.788.993,933.748
S01414,Lombardia,Olcio,Olcio,45.938.011,9.313.898
S00036,Lombardia,Olevano,Olevano,45.212.119,871.182
S01514,Lombardia,Olgiate-Calco-Brivio,Olgiate-C.-B.,45.729.166,940.377
S01905,Lombardia,Olmeneta,Olmeneta,45.231.099,1.003.194
S01870,Lombardia,Orio Litta,Orio Litta,45.166.778,9.550.592
S01512,Lombardia,Osnago,Osnago,45.678.532,9.386.995
S01871,Lombardia,Ospedaletto Lodigiano,Ospedaletto Lod.,4.516.933,9.575.164
S01922,Lombardia,Ospitaletto Mantovano,Ospitaletto Man.,45.129.748,10.604.406
S05304,Lombardia,Ostiglia,Ostiglia,45.072.228,11.141.059
S01502,Lombardia,Paderno Robbiate,Paderno Robbiate,45.678.307,9.439.202
S01538,Lombardia,Palazzolo Sull`Oglio,Palazzolo S/O.,45.601.486,9.896.235
S00271,Lombardia,Palestro,Palestro,45.307.274,8.534.511
S02343,Lombardia,Palidano,Palidano,44.972.228,10.777.412
S01918,Lombardia,Torre De` Picenardi,Torre De' Picen.,45.137.198,10.286.849
S00039,Lombardia,Torreberetti,Torreberetti,45.060.533,8.660.431
S01142,Lombardia,Travedona Biandronno,Travedona Biand.,45.809.601,8.696.322
S01706,Lombardia,Trecella,Trecella,45.512.792,9.480.674
S01708,Lombardia,Treviglio,Treviglio,45.515.063,9.587.919
S01601,Lombardia,Treviglio Ovest,Treviglio Ovest,45.521.762,9.580.281
S01485,Lombardia,Triuggio-Ponte Albiate,Triuggio-P.A.,45.658.956,9.266.961
S00275,Lombardia,Tromello,Tromello,45.211.988,8.872.154
S00037,Lombardia,Valle Lomellina,Valle Lomellina,45.150.588,8.685.874
S01501,Lombardia,Lesmo,Lesmo,45.644.745,9.309.318
S01413,Lombardia,Lierna,Lierna,45.960.973,9.303.071
S01321,Lombardia,Lissone-Muggio`,Lissone-Muggio',4.560.592,9.235.368
S01801,Lombardia,Locate Triulzi,Locate Triulzi,4.535.973,9.221.398
S01423,Lombardia,Rogolo,Rogolo,46.138.696,9.486.985
S01711,Lombardia,Romano,Romano,45.523.839,9.753.402
S02337,Lombardia,Romanore,Romanore,45.063.834,10.750.997
S01714,Lombardia,Rovato,Rovato,4.555.193,10.000.924
S02333,Lombardia,Roverbella,Roverbella,45.252.645,10.796.795
S02334,Lombardia,S.Antonio Mantovano,S.A.Mantovano,45.187.447,10.785.806
S01866,Lombardia,S. Cristina E Bissone,S.Cristina E Bis,45.160.533,9.401.006
S00402,Lombardia,Pieve Albignola,Pieve Albignola,45.116.248,8.959.723
S01406,Lombardia,Piona,Piona,46.124.696,9.350.759
S01911,Lombardia,Pizzighettone,Pizzighettone,45.181.772,9.777.133
S01488,Lombardia,Besana,Besana,45.702.824,928.288
S01145,Lombardia,Besnate,Besnate,45.695.409,8.761.072
S01438,Lombardia,Bianzone,Bianzone,46.179.383,10.112.507
S01483,Lombardia,Biassono-Lesmo Parco,Biassono-Lesmo P,45.632.209,9.298.408
S01867,Lombardia,Miradolo Terme,Miradolo Terme,45.162.007,9.449.952
S02380,Lombardia,Mantova Frassine,Mantova Frassine,45.150.491,10.831.007
S01456,Lombardia,Moiana,Moiana,45.787.082,9.255.607
S01458,Lombardia,Molteno,Molteno,45.780.939,9.301.683
